관리번호,호선,역코드,역명,역번호,기준일자,상하행,방향(다음역),칸-문번호,승하차시설,시설번호,엘리베이터번호,통로위치,시설위치
602,2호선,0228,서울대입구,228,20241231,하행,봉천,6-2,에스컬레이터,1041643,1803-447,서울대입구 B2,"봉천 방면6-2, 낙성대 방면5-3"
603,2호선,0228,서울대입구,228,20241231,하행,봉천,6-2,에스컬레이터,1041644,1803-448,서울대입구 B2,"봉천 방면6-2, 낙성대 방면5-3"
604,2호선,0228,서울대입구,228,20241231,하행,봉천,2-4,에스컬레이터,1041645,1803-449,서울대입구 B2,"봉천 방면2-4, 낙성대 방면8-4"
121,2호선,0228,서울대입구,228,20241231,하행,봉천,5-2,엘리베이터,1042233,0020-839,서울대입구 B2,"봉천 방면5-2, 낙성대 방면6-3"
511,2호선,0229,봉천,229,20241231,하행,신림,5-1,엘리베이터,1042210,0060-936,봉천 B2,"서울대입구 방면6-3, 신림 방면5-1"
1045,2호선,0229,봉천,229,20241231,하행,신림,5-3,에스컬레이터,1132423,1807-210,봉천 B2,"서울대입구 방면6-2, 신림 방면5-3"
1046,2호선,0229,봉천,229,20241231,하행,신림,6-2,에스컬레이터,1132424,1807-211,봉천 B2,"서울대입구 방면5-3, 신림 방면6-2"
2214,2호선,0229,봉천,229,20241231,하행,신림,9-1,계단,,,,
2215,2호선,0229,봉천,229,20241231,하행,신림,7-1,계단,,,,
2216,2호선,0229,봉천,229,20241231,하행,신림,4-4,계단,,,,
2217,2호선,0229,봉천,229,20241231,하행,신림,3-1,계단,,,,
1314,2호선,0229,봉천,229,20241231,상행,서울대입구,2-4,계단,,,,
1315,2호선,0229,봉천,229,20241231,상행,서울대입구,4-4,계단,,,,
1316,2호선,0229,봉천,229,20241231,상행,서울대입구,7-1,계단,,,,
1317,2호선,0229,봉천,229,20241231,상행,서울대입구,8-4,계단,,,,
109,2호선,0229,봉천,229,20241231,상행,서울대입구,6-3,엘리베이터,1042210,0060-936,봉천 B2,"서울대입구 방면6-3, 신림 방면5-1"
701,2호선,0229,봉천,229,20241231,상행,서울대입구,6-2,에스컬레이터,1132423,1807-210,봉천 B2,"서울대입구 방면6-2, 신림 방면5-3"
702,2호선,0229,봉천,229,20241231,상행,서울대입구,5-3,에스컬레이터,1132424,1807-211,봉천 B2,"서울대입구 방면5-3, 신림 방면6-2"
512,2호선,0230,신림,230,20241231,상행,봉천,4-4,엘리베이터,1042212,0019-759,신림 B2,"신대방 방면7-1, 봉천 방면4-4"
2218,2호선,0230,신림,230,20241231,하행,신대방,9-2,계단,,,,
2219,2호선,0230,신림,230,20241231,하행,신대방,7-3,계단,,,,
2220,2호선,0230,신림,230,20241231,하행,신대방,5-3,계단,,,,
2221,2호선,0230,신림,230,20241231,하행,신대방,3-4,계단,,,,
1318,2호선,0230,신림,230,20241231,상행,봉천,2-3,계단,,,,
1319,2호선,0230,신림,230,20241231,상행,봉천,4-2,계단,,,,
1320,2호선,0230,신림,230,20241231,상행,봉천,6-2,계단,,,,
1321,2호선,0230,신림,230,20241231,상행,봉천,8-1,계단,,,,
110,2호선,0230,신림,230,20241231,하행,신대방,7-1,엘리베이터,1042212,0019-759,신림 B2,"신대방 방면7-1, 봉천 방면4-4"
123,2호선,0231,신대방,231,20241231,하행,구로디지털단지,8-1,엘리베이터,1042235,0020-956,신대방 3F,구로디지털단지 방면8-1
1322,2호선,0231,신대방,231,20241231,상행,신림,1-2,계단,,,,
1323,2호선,0231,신대방,231,20241231,상행,신림,9-1,계단,,,,
1324,2호선,0231,신대방,231,20241231,하행,구로디지털단지,10-3,계단,,,,
1325,2호선,0231,신대방,231,20241231,하행,구로디지털단지,2-3,계단,,,,
703,2호선,0231,신대방,231,20241231,상행,신림,4-3,에스컬레이터,1133550,1803-536,신대방 3F,신림 방면4-3
704,2호선,0231,신대방,231,20241231,상행,신림,4-3,에스컬레이터,1133551,1803-537,신대방 3F,신림 방면4-3
705,2호선,0231,신대방,231,20241231,상행,신림,8-3,에스컬레이터,1133552,1803-538,신대방 3F,신림 방면8-3
706,2호선,0231,신대방,231,20241231,상행,신림,8-3,에스컬레이터,1133553,1803-539,신대방 3F,신림 방면8-3
707,2호선,0231,신대방,231,20241231,하행,구로디지털단지,3-1,에스컬레이터,1133554,1803-540,신대방 3F,구로디지털단지 방면3-1
708,2호선,0231,신대방,231,20241231,하행,구로디지털단지,3-1,에스컬레이터,1133555,1803-541,신대방 3F,구로디지털단지 방면3-1
709,2호선,0231,신대방,231,20241231,하행,구로디지털단지,7-1,에스컬레이터,1133556,1803-542,신대방 3F,구로디지털단지 방면7-1
122,2호선,0231,신대방,231,20241231,상행,신림,3-4,엘리베이터,1042234,0020-955,신대방 3F,신림 방면3-4
710,2호선,0231,신대방,231,20241231,하행,구로디지털단지,7-1,에스컬레이터,1133557,1803-543,신대방 3F,구로디지털단지 방면7-1
1326,2호선,0232,구로디지털단지,232,20241231,상행,신대방,3-1,계단,,,,
1327,2호선,0232,구로디지털단지,232,20241231,상행,신대방,5-2,계단,,,,
1328,2호선,0232,구로디지털단지,232,20241231,상행,신대방,6-4,계단,,,,
1329,2호선,0232,구로디지털단지,232,20241231,상행,신대방,9-1,계단,,,,
1330,2호선,0232,구로디지털단지,232,20241231,하행,대림,2-3,계단,,,,
1331,2호선,0232,구로디지털단지,232,20241231,하행,대림,4-4,계단,,,,
1332,2호선,0232,구로디지털단지,232,20241231,하행,대림,6-2,계단,,,,
1333,2호선,0232,구로디지털단지,232,20241231,하행,대림,8-3,계단,,,,
67,2호선,0232,구로디지털단지,232,20241231,상행,신대방,3-4,엘리베이터,1042148,0019-757,구로디지털단지 3F,신대방 방면3-4
68,2호선,0232,구로디지털단지,232,20241231,하행,대림,7-4,엘리베이터,1042149,0019-758,구로디지털단지 3F,대림 방면7-4
152,2호선,0233,대림,233,20241231,하행,신도림,8-3,엘리베이터,1126159,0060-927,대림(2) 3F,신도림 방면8-3
1334,2호선,0233,대림,233,20241231,상행,구로디지털단지,2-1,계단,,,,
1335,2호선,0233,대림,233,20241231,상행,구로디지털단지,4-1,계단,,,,
1336,2호선,0233,대림,233,20241231,상행,구로디지털단지,7-4,계단,,,,
1337,2호선,0233,대림,233,20241231,상행,구로디지털단지,7-4,계단,,,,
1338,2호선,0233,대림,233,20241231,하행,신도림,2-1,계단,,,,
1339,2호선,0233,대림,233,20241231,하행,신도림,4-1,계단,,,,
1340,2호선,0233,대림,233,20241231,하행,신도림,9-3,계단,,,,
1341,2호선,0233,대림,233,20241231,하행,신도림,9-3,계단,,,,
165,2호선,0233,대림,233,20241231,상행,구로디지털단지,3-2,엘리베이터,1145279,0060-928,대림(2) 3F,구로디지털단지 방면3-2
719,2호선,0234,신도림,234,20241231,하행,문래,4-1,에스컬레이터,1137021,1807-302,신도림(2) B2,문래 방면4-1
518,2호선,0234,신도림,234,20241231,하행,문래,7-4,엘리베이터,1138947,0085-969,신도림(2) B2,"대림 방면4-4, 문래 방면7-4"
1342,2호선,0234,신도림,234,20241231,상행,대림,2-2,계단,,,,
1343,2호선,0234,신도림,234,20241231,상행,대림,6-2,계단,,,,
1344,2호선,0234,신도림,234,20241231,상행,대림,6-4,계단,,,,
1345,2호선,0234,신도림,234,20241231,상행,대림,9-2,계단,,,,
163,2호선,0234,신도림,234,20241231,상행,대림,4-4,엘리베이터,1138947,0085-969,신도림(2) B2,"대림 방면4-4, 문래 방면7-4"
168,2호선,0234,신도림,234,20241231,상행,대림,3-2,엘리베이터,1145542,0098-197,신도림(2) B2,대림 방면3-2
711,2호선,0234,신도림,234,20241231,상행,대림,4-2,에스컬레이터,1135894,1808-850,신도림(2) B2,대림 방면4-2
712,2호선,0234,신도림,234,20241231,상행,대림,4-2,에스컬레이터,1135895,1808-849,신도림(2) B2,대림 방면4-2
713,2호선,0234,신도림,234,20241231,상행,대림,5-1,에스컬레이터,1135896,1808-848,신도림(2) B2,대림 방면5-1
714,2호선,0234,신도림,234,20241231,상행,대림,5-1,에스컬레이터,1135897,1808-847,신도림(2) B2,대림 방면5-1
715,2호선,0234,신도림,234,20241231,상행,대림,7-3,에스컬레이터,1135898,1808-846,신도림(2) B2,대림 방면7-3
716,2호선,0234,신도림,234,20241231,상행,대림,7-3,에스컬레이터,1135899,1808-845,신도림(2) B2,대림 방면7-3
717,2호선,0234,신도림,234,20241231,상행,대림,7-3,에스컬레이터,1137019,1803-777,신도림(2) B2,대림 방면7-3
718,2호선,0234,신도림,234,20241231,상행,대림,7-3,에스컬레이터,1137020,1803-776,신도림(2) B2,대림 방면7-3
124,2호선,0235,문래,235,20241231,상행,신도림,7-4,엘리베이터,1042237,0021-258,문래 B2,신도림 방면7-4
125,2호선,0235,문래,235,20241231,하행,영등포구청,4-1,엘리베이터,1042238,0021-259,문래 B2,영등포구청 방면4-1
1346,2호선,0235,문래,235,20241231,상행,신도림,3-1,계단,,,,
1347,2호선,0235,문래,235,20241231,상행,신도림,4-3,계단,,,,
1348,2호선,0235,문래,235,20241231,상행,신도림,7-4,계단,,,,
1349,2호선,0235,문래,235,20241231,상행,신도림,9-2,계단,,,,
1350,2호선,0235,문래,235,20241231,하행,영등포구청,2-3,계단,,,,
1351,2호선,0235,문래,235,20241231,하행,영등포구청,4-1,계단,,,,
1352,2호선,0235,문래,235,20241231,하행,영등포구청,7-2,계단,,,,
1353,2호선,0235,문래,235,20241231,하행,영등포구청,8-4,계단,,,,
59,2호선,0236,영등포구청,236,20241231,상행,문래,8-4,엘리베이터,1042138,0021-255,영등포구청(2) B2,문래 방면8-4
60,2호선,0236,영등포구청,236,20241231,하행,당산,3-1,엘리베이터,1042139,0021-256,영등포구청(2) B2,당산 방면3-1
1354,2호선,0236,영등포구청,236,20241231,상행,문래,2-3,계단,,,,
1355,2호선,0236,영등포구청,236,20241231,상행,문래,4-2,계단,,,,
1356,2호선,0236,영등포구청,236,20241231,상행,문래,7-4,계단,,,,
1357,2호선,0236,영등포구청,236,20241231,상행,문래,9-3,계단,,,,
1358,2호선,0236,영등포구청,236,20241231,하행,당산,3-1,계단,,,,
1359,2호선,0236,영등포구청,236,20241231,하행,당산,7-4,계단,,,,
1360,2호선,0236,영등포구청,236,20241231,하행,당산,9-3,계단,,,,
126,2호선,0237,당산,237,20241231,상행,영등포구청,8-3,엘리베이터,1042239,0020-068,당산(2) 3F,영등포구청 방면8-3
127,2호선,0237,당산,237,20241231,하행,합정,3-2,엘리베이터,1042240,0020-069,당산(2) 3F,합정 방면3-2
1361,2호선,0237,당산,237,20241231,상행,영등포구청,3-1,계단,,,,
1362,2호선,0237,당산,237,20241231,상행,영등포구청,4-4,계단,,,,
1363,2호선,0237,당산,237,20241231,상행,영등포구청,8-4,계단,,,,
1364,2호선,0237,당산,237,20241231,하행,합정,3-1,계단,,,,
1365,2호선,0237,당산,237,20241231,하행,합정,7-1,계단,,,,
1366,2호선,0237,당산,237,20241231,하행,합정,8-4,계단,,,,
171,2호선,0238,합정,238,20241231,하행,홍대입구,7-3,엘리베이터,1151664,0042-092,합정(2) B2,홍대입구 방면7-3
748,2호선,0238,합정,238,20241231,상행,당산,4-1,에스컬레이터,1204623,1800-427,합정(2) B2,당산 방면4-1
749,2호선,0238,합정,238,20241231,하행,홍대입구,7-3,에스컬레이터,1204624,1800-428,합정(2) B2,홍대입구 방면7-3
1367,2호선,0238,합정,238,20241231,상행,당산,2-4,계단,,,,
1368,2호선,0238,합정,238,20241231,상행,당산,4-4,계단,,,,
1369,2호선,0238,합정,238,20241231,상행,당산,7-3,계단,,,,
1370,2호선,0238,합정,238,20241231,상행,당산,9-1,계단,,,,
1371,2호선,0238,합정,238,20241231,하행,홍대입구,4-1,계단,,,,
1372,2호선,0238,합정,238,20241231,하행,홍대입구,7-1,계단,,,,
1373,2호선,0238,합정,238,20241231,하행,홍대입구,8-4,계단,,,,
167,2호선,0238,합정,238,20241231,상행,당산,4-1,엘리베이터,1145297,0073-427,합정(2) B2,당산 방면4-1
495,2호선,0239,홍대입구,239,20241231,하행,신촌,4-3,엘리베이터,1042095,0102-349,홍대입구(2) B2,"합정 방면7-2, 신촌 방면4-3"
1021,2호선,0239,홍대입구,239,20241231,상행,합정,4-2,에스컬레이터,1041726,1800-425,홍대입구(2) B2,"신촌 방면7-3, 합정 방면4-2"
1022,2호선,0239,홍대입구,239,20241231,하행,신촌,7-4,에스컬레이터,1041727,1800-426,홍대입구(2) B2,"합정 방면4-1, 신촌 방면7-4"
613,2호선,0239,홍대입구,239,20241231,하행,신촌,7-3,에스컬레이터,1041726,1800-425,홍대입구(2) B2,"신촌 방면7-3, 합정 방면4-2"
614,2호선,0239,홍대입구,239,20241231,상행,합정,4-1,에스컬레이터,1041727,1800-426,홍대입구(2) B2,"합정 방면4-1, 신촌 방면7-4"
25,2호선,0239,홍대입구,239,20241231,상행,합정,7-2,엘리베이터,1042095,0102-349,홍대입구(2) B2,"합정 방면7-2, 신촌 방면4-3"
26,2호선,0240,신촌,240,20241231,상행,홍대입구,6-4,엘리베이터,1042096,0102-373,신촌 B2,홍대입구 방면6-4
27,2호선,0240,신촌,240,20241231,하행,이대,4-4,엘리베이터,1042097,0102-374,신촌 B2,이대 방면4-4
1374,2호선,0240,신촌,240,20241231,상행,홍대입구,3-4,계단,,,,
1375,2호선,0240,신촌,240,20241231,상행,홍대입구,5-3,계단,,,,
1376,2호선,0240,신촌,240,20241231,상행,홍대입구,6-1,계단,,,,
1377,2호선,0240,신촌,240,20241231,상행,홍대입구,7-4,계단,,,,
1378,2호선,0240,신촌,240,20241231,하행,이대,4-1,계단,,,,
1379,2호선,0240,신촌,240,20241231,하행,이대,5-4,계단,,,,
1380,2호선,0240,신촌,240,20241231,하행,이대,6-2,계단,,,,
1381,2호선,0240,신촌,240,20241231,하행,이대,8-1,계단,,,,
493,2호선,0241,이대,241,20241231,하행,아현,9-3,엘리베이터,1042071,0102-372,이대 B2,"신촌 방면2-2, 아현 방면9-3"
995,2호선,0241,이대,241,20241231,상행,신촌,2-2,에스컬레이터,1041466,1800-770,이대 B2,"아현 방면9-3, 신촌 방면2-2"
996,2호선,0241,이대,241,20241231,하행,아현,9-3,에스컬레이터,1041467,1800-771,이대 B2,"신촌 방면2-2, 아현 방면9-3"
997,2호선,0241,이대,241,20241231,상행,신촌,9-3,에스컬레이터,1041468,1800-772,이대 B2,"아현 방면2-2, 신촌 방면9-3"
