연번,업무일자,시간대,호선,역명,교통카드구분,사용자구분,사용일수구분,승차건수,하차건수
372,2024-01-27,12,2호선,역삼,고급형선불카드,일반,3일권,0,1
373,2024-01-27,12,2호선,역삼,고급형선불카드,일반,7일권,0,7
375,2024-01-27,12,4호선,충무로,고급형선불카드,일반,3일권,1,0
376,2024-01-27,12,4호선,충무로,고급형선불카드,일반,7일권,6,0
377,2024-01-27,13,2호선,홍대입구,고급형선불카드,일반,7일권,0,2
378,2024-01-27,14,2호선,역삼,고급형선불카드,일반,3일권,1,0
379,2024-01-27,14,2호선,역삼,고급형선불카드,일반,7일권,7,0
380,2024-01-27,15,2호선,홍대입구,고급형선불카드,일반,3일권,0,1
381,2024-01-27,15,2호선,홍대입구,고급형선불카드,일반,7일권,0,7
382,2024-01-27,16,2호선,을지로입구,고급형선불카드,일반,7일권,0,2
383,2024-01-27,16,2호선,홍대입구,고급형선불카드,일반,7일권,2,0
384,2024-01-27,18,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,0,1
385,2024-01-27,18,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,7
386,2024-01-27,18,2호선,홍대입구,고급형선불카드,일반,3일권,1,0
387,2024-01-27,18,2호선,홍대입구,고급형선불카드,일반,7일권,7,0
388,2024-01-27,19,2호선,을지로입구,고급형선불카드,일반,7일권,2,0
389,2024-01-27,19,2호선,홍대입구,고급형선불카드,일반,7일권,0,2
390,2024-01-27,22,4호선,서울역,고급형선불카드,일반,7일권,0,5
391,2024-01-27,22,5호선,마장,고급형선불카드,일반,7일권,5,0
392,2024-01-29,10,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,3,7
393,2024-01-29,10,4호선,서울역,고급형선불카드,일반,2일권,4,0
394,2024-01-29,12,3호선,안국,고급형선불카드,일반,2일권,0,4
395,2024-01-29,12,3호선,동대입구,고급형선불카드,일반,2일권,4,0
396,2024-01-29,14,4호선,명동,고급형선불카드,일반,7일권,2,0
397,2024-01-29,15,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,0,4
398,2024-01-29,15,5호선,서대문,고급형선불카드,일반,2일권,4,0
399,2024-01-29,16,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,4,0
400,2024-01-29,16,4호선,명동,고급형선불카드,일반,2일권,0,4
401,2024-01-29,17,2호선,을지로입구,고급형선불카드,일반,2일권,4,0
402,2024-01-29,17,2호선,을지로입구,고급형선불카드,일반,7일권,0,2
403,2024-01-29,17,2호선,삼성(무역센터),고급형선불카드,일반,7일권,2,0
404,2024-01-29,17,2호선,홍대입구,고급형선불카드,일반,2일권,0,4
405,2024-01-29,20,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,0,3
406,2024-01-29,20,2호선,합정,고급형선불카드,일반,2일권,3,0
407,2024-01-30,10,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,4,0
408,2024-01-30,11,5호선,여의나루,고급형선불카드,일반,2일권,0,4
411,2024-01-30,14,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,0,2
412,2024-01-30,14,5호선,여의도,고급형선불카드,일반,2일권,2,0
413,2024-01-30,14,5호선,여의나루,고급형선불카드,일반,2일권,2,0
414,2024-01-30,15,2호선,을지로입구,고급형선불카드,일반,2일권,0,2
415,2024-01-30,15,2호선,을지로입구,고급형선불카드,일반,3일권,0,3
416,2024-01-30,15,2호선,뚝섬,고급형선불카드,일반,2일권,0,2
417,2024-01-30,18,2호선,을지로입구,고급형선불카드,일반,2일권,2,0
418,2024-01-30,18,2호선,을지로입구,고급형선불카드,일반,3일권,3,0
419,2024-01-30,19,2호선,홍대입구,고급형선불카드,일반,2일권,0,2
420,2024-01-30,19,2호선,홍대입구,고급형선불카드,일반,3일권,0,3
421,2024-01-30,20,2호선,을지로입구,고급형선불카드,일반,3일권,1,4
422,2024-01-30,20,2호선,홍대입구,고급형선불카드,일반,3일권,3,0
423,2024-01-30,21,4호선,명동,고급형선불카드,일반,2일권,2,0
424,2024-01-30,21,4호선,신용산,고급형선불카드,일반,2일권,0,2
425,2024-01-30,22,2호선,을지로입구,고급형선불카드,일반,2일권,0,2
426,2024-01-30,22,2호선,문래,고급형선불카드,일반,2일권,2,2
427,2024-01-30,22,2호선,홍대입구,고급형선불카드,일반,2일권,2,0
428,2024-01-30,22,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,0,2
429,2024-01-30,22,4호선,신용산,고급형선불카드,일반,2일권,2,0
430,2024-01-31,10,2호선,을지로입구,고급형선불카드,일반,2일권,1,0
431,2024-01-31,10,2호선,을지로입구,고급형선불카드,일반,3일권,3,0
432,2024-01-31,11,2호선,을지로4가,고급형선불카드,일반,2일권,0,1
433,2024-01-31,11,2호선,을지로4가,고급형선불카드,일반,3일권,0,3
434,2024-01-31,12,1호선,서울역,고급형선불카드,일반,3일권,1,0
435,2024-01-31,12,1호선,종로5가,고급형선불카드,일반,2일권,1,0
436,2024-01-31,12,1호선,종로5가,고급형선불카드,일반,3일권,3,0
437,2024-01-31,13,3호선,안국,고급형선불카드,일반,2일권,0,1
438,2024-01-31,13,3호선,안국,고급형선불카드,일반,3일권,0,3
440,2024-01-31,15,1호선,서울역,고급형선불카드,일반,7일권,0,2
441,2024-01-31,15,2호선,을지로입구,고급형선불카드,일반,2일권,1,0
442,2024-01-31,15,2호선,을지로입구,고급형선불카드,일반,7일권,2,0
443,2024-01-31,15,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,0,1
444,2024-01-31,17,2호선,시청,고급형선불카드,일반,3일권,3,0
445,2024-01-31,17,2호선,을지로입구,고급형선불카드,일반,3일권,0,3
446,2024-01-31,17,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,2,0
448,2024-01-31,19,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,1
449,2024-01-31,21,2호선,을지로입구,고급형선불카드,일반,2일권,0,2
450,2024-01-31,21,2호선,을지로3가,고급형선불카드,일반,2일권,2,2
451,2024-01-31,21,3호선,고속터미널,고급형선불카드,일반,2일권,2,0
452,2024-01-31,22,2호선,시청,고급형선불카드,일반,3일권,1,0
453,2024-01-31,22,2호선,홍대입구,고급형선불카드,일반,3일권,0,1
454,2024-02-01,10,2호선,을지로입구,고급형선불카드,일반,3일권,3,0
455,2024-02-01,11,7호선,자양(뚝섬한강공원),고급형선불카드,일반,3일권,0,3
456,2024-02-01,12,7호선,자양(뚝섬한강공원),고급형선불카드,일반,3일권,3,0
457,2024-02-01,13,1호선,신설동,고급형선불카드,일반,3일권,0,3
458,2024-02-01,15,2호선,시청,고급형선불카드,일반,3일권,0,1
459,2024-02-01,15,5호선,여의도,고급형선불카드,일반,3일권,1,0
460,2024-02-01,16,1호선,시청,고급형선불카드,일반,3일권,1,0
461,2024-02-01,17,2호선,을지로입구,고급형선불카드,일반,3일권,0,3
462,2024-02-01,17,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,3,0
463,2024-02-01,17,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,1
464,2024-02-01,18,2호선,을지로입구,고급형선불카드,일반,3일권,1,0
465,2024-02-01,18,3호선,종로3가,고급형선불카드,일반,3일권,0,1
466,2024-02-01,19,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,1,0
467,2024-02-01,19,3호선,안국,고급형선불카드,일반,3일권,0,1
468,2024-02-01,20,2호선,신촌,고급형선불카드,일반,3일권,0,1
469,2024-02-01,20,3호선,안국,고급형선불카드,일반,3일권,1,0
470,2024-02-01,20,5호선,종로3가,고급형선불카드,일반,3일권,1,0
471,2024-02-01,21,2호선,을지로입구,고급형선불카드,일반,3일권,0,1
472,2024-02-02,12,4호선,숙대입구(갈월),고급형선불카드,일반,3일권,0,1
473,2024-02-02,15,4호선,서울역,고급형선불카드,일반,2일권,1,0
474,2024-02-02,16,1호선,서울역,고급형선불카드,일반,7일권,0,1
475,2024-02-02,16,2호선,을지로입구,고급형선불카드,일반,7일권,1,0
476,2024-02-02,16,2호선,잠실(송파구청),고급형선불카드,일반,2일권,0,1
477,2024-02-02,16,5호선,여의나루,고급형선불카드,일반,3일권,1,0
478,2024-02-02,19,2호선,강남,고급형선불카드,일반,3일권,1,0
479,2024-02-02,19,2호선,신촌,고급형선불카드,일반,3일권,0,1
480,2024-02-02,20,2호선,잠실(송파구청),고급형선불카드,일반,2일권,2,1
481,2024-02-02,20,2호선,강남,고급형선불카드,일반,2일권,0,1
482,2024-02-02,22,2호선,당산,고급형선불카드,일반,3일권,0,1
483,2024-02-02,22,2호선,신촌,고급형선불카드,일반,3일권,1,0
484,2024-02-02,23,2호선,당산,고급형선불카드,일반,3일권,1,0
485,2024-02-02,23,2호선,홍대입구,고급형선불카드,일반,3일권,0,1
486,2024-02-03,12,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
487,2024-02-03,12,2호선,을지로입구,고급형선불카드,일반,7일권,1,0
488,2024-02-03,13,2호선,홍대입구,고급형선불카드,일반,5일권,0,1
489,2024-02-03,13,2호선,홍대입구,고급형선불카드,일반,7일권,0,1
490,2024-02-03,14,2호선,을지로입구,고급형선불카드,일반,5일권,0,1
491,2024-02-03,14,2호선,을지로입구,고급형선불카드,일반,7일권,0,1
492,2024-02-03,14,2호선,홍대입구,고급형선불카드,일반,5일권,1,0
493,2024-02-03,14,2호선,홍대입구,고급형선불카드,일반,7일권,1,0
494,2024-02-03,17,1호선,시청,고급형선불카드,일반,2일권,1,0
496,2024-02-04,8,4호선,명동,고급형선불카드,일반,5일권,1,0
497,2024-02-04,8,4호선,명동,고급형선불카드,일반,7일권,1,0
498,2024-02-04,9,2호선,서초,고급형선불카드,일반,5일권,0,1
499,2024-02-04,9,2호선,서초,고급형선불카드,일반,7일권,0,1
500,2024-02-04,11,2호선,서초,고급형선불카드,일반,5일권,1,0
501,2024-02-04,11,2호선,서초,고급형선불카드,일반,7일권,1,0
502,2024-02-04,11,3호선,고속터미널,고급형선불카드,일반,5일권,0,1
503,2024-02-04,11,3호선,고속터미널,고급형선불카드,일반,7일권,0,1
504,2024-02-04,12,2호선,을지로입구,고급형선불카드,일반,5일권,0,1
505,2024-02-04,12,2호선,을지로입구,고급형선불카드,일반,7일권,0,1
506,2024-02-04,12,3호선,고속터미널,고급형선불카드,일반,5일권,1,0
507,2024-02-04,12,3호선,고속터미널,고급형선불카드,일반,7일권,1,0
508,2024-02-05,0,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,0,2
509,2024-02-05,0,2호선,강남,고급형선불카드,일반,2일권,0,2
510,2024-02-05,0,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
511,2024-02-05,10,4호선,서울역,고급형선불카드,일반,2일권,2,0
512,2024-02-05,12,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
513,2024-02-05,12,2호선,을지로입구,고급형선불카드,일반,7일권,1,0
514,2024-02-05,12,7호선,건대입구,고급형선불카드,일반,2일권,2,0
515,2024-02-05,12,7호선,논현,고급형선불카드,일반,2일권,0,2
516,2024-02-05,13,1호선,서울역,고급형선불카드,일반,1일권,1,0
517,2024-02-05,13,3호선,매봉,고급형선불카드,일반,5일권,1,1
518,2024-02-05,13,3호선,매봉,고급형선불카드,일반,7일권,0,1
519,2024-02-05,13,4호선,명동,고급형선불카드,일반,1일권,0,1
520,2024-02-05,14,3호선,신사,고급형선불카드,일반,2일권,2,0
521,2024-02-05,14,6호선,동묘앞,고급형선불카드,일반,5일권,0,1
522,2024-02-05,15,1호선,시청,고급형선불카드,일반,5일권,0,1
523,2024-02-05,15,2호선,을지로3가,고급형선불카드,일반,1일권,1,0
524,2024-02-05,15,2호선,홍대입구,고급형선불카드,일반,2일권,0,2
525,2024-02-05,15,3호선,안국,고급형선불카드,일반,1일권,0,1
526,2024-02-05,15,6호선,동묘앞,고급형선불카드,일반,5일권,1,0
527,2024-02-05,16,2호선,신촌,고급형선불카드,일반,2일권,2,0
528,2024-02-05,17,2호선,을지로입구,고급형선불카드,일반,7일권,0,1
530,2024-02-05,17,3호선,안국,고급형선불카드,일반,1일권,1,0
531,2024-02-05,17,3호선,매봉,고급형선불카드,일반,7일권,1,0
532,2024-02-05,18,2호선,뚝섬,고급형선불카드,일반,1일권,0,1
533,2024-02-05,18,4호선,숙대입구(갈월),고급형선불카드,일반,2일권,2,2
534,2024-02-05,19,4호선,명동,고급형선불카드,일반,1일권,0,1
535,2024-02-05,19,4호선,명동,고급형선불카드,일반,2일권,0,2
536,2024-02-05,22,4호선,명동,고급형선불카드,일반,1일권,1,0
537,2024-02-05,22,4호선,서울역,고급형선불카드,일반,1일권,0,1
538,2024-02-05,23,4호선,회현(남대문시장),고급형선불카드,일반,2일권,2,0
539,2024-02-06,0,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,0,2
540,2024-02-06,0,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
541,2024-02-06,11,1호선,시청,고급형선불카드,일반,5일권,1,0
542,2024-02-06,11,1호선,시청,고급형선불카드,일반,7일권,1,0
543,2024-02-06,12,4호선,동대문,고급형선불카드,일반,5일권,1,1
544,2024-02-06,12,4호선,동대문,고급형선불카드,일반,7일권,1,1
545,2024-02-06,13,1호선,시청,고급형선불카드,일반,2일권,2,0
546,2024-02-06,13,3호선,고속터미널,고급형선불카드,일반,5일권,0,1
547,2024-02-06,13,3호선,매봉,고급형선불카드,일반,5일권,1,1
548,2024-02-06,13,3호선,매봉,고급형선불카드,일반,7일권,0,1
549,2024-02-06,14,6호선,이태원,고급형선불카드,일반,2일권,0,2
550,2024-02-06,15,2호선,을지로입구,고급형선불카드,일반,5일권,0,1
551,2024-02-06,15,3호선,고속터미널,고급형선불카드,일반,5일권,1,0
552,2024-02-06,15,6호선,이태원,고급형선불카드,일반,2일권,2,0
553,2024-02-06,16,1호선,동대문,고급형선불카드,일반,2일권,2,2
554,2024-02-06,16,2호선,을지로입구,고급형선불카드,일반,7일권,0,1
555,2024-02-06,16,3호선,안국,고급형선불카드,일반,2일권,0,2
556,2024-02-06,16,3호선,매봉,고급형선불카드,일반,7일권,1,0
557,2024-02-06,17,3호선,안국,고급형선불카드,일반,2일권,2,0
558,2024-02-06,17,4호선,명동,고급형선불카드,일반,2일권,0,2
559,2024-02-06,18,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
560,2024-02-06,18,2호선,을지로입구,고급형선불카드,일반,7일권,1,0
561,2024-02-06,18,3호선,고속터미널,고급형선불카드,일반,5일권,0,1
562,2024-02-06,18,3호선,고속터미널,고급형선불카드,일반,7일권,0,1
563,2024-02-06,19,4호선,회현(남대문시장),고급형선불카드,일반,2일권,2,0
564,2024-02-06,20,2호선,을지로입구,고급형선불카드,일반,5일권,0,1
565,2024-02-06,20,2호선,을지로입구,고급형선불카드,일반,7일권,0,1
566,2024-02-06,20,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,1,0
567,2024-02-06,20,2호선,홍대입구,고급형선불카드,일반,3일권,0,1
568,2024-02-06,20,3호선,고속터미널,고급형선불카드,일반,5일권,1,0
569,2024-02-06,20,3호선,고속터미널,고급형선불카드,일반,7일권,1,0
570,2024-02-07,12,3호선,동대입구,고급형선불카드,일반,3일권,2,0
571,2024-02-07,13,2호선,삼성(무역센터),고급형선불카드,일반,3일권,0,2
572,2024-02-07,16,4호선,충무로,고급형선불카드,일반,5일권,1,0
573,2024-02-07,17,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
574,2024-02-07,17,2호선,을지로입구,고급형선불카드,일반,7일권,1,0
575,2024-02-07,17,3호선,고속터미널,고급형선불카드,일반,5일권,0,1
576,2024-02-07,17,3호선,도곡,고급형선불카드,일반,5일권,0,1
577,2024-02-07,17,3호선,도곡,고급형선불카드,일반,7일권,0,1
578,2024-02-07,18,3호선,고속터미널,고급형선불카드,일반,5일권,1,0
580,2024-02-07,23,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,0,2
581,2024-02-08,0,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,0,2
582,2024-02-08,9,2호선,을지로입구,고급형선불카드,일반,7일권,1,0
583,2024-02-08,9,3호선,매봉,고급형선불카드,일반,7일권,0,1
584,2024-02-08,11,3호선,매봉,고급형선불카드,일반,7일권,1,0
585,2024-02-08,12,1호선,서울역,고급형선불카드,일반,7일권,0,1
586,2024-02-08,12,4호선,회현(남대문시장),고급형선불카드,일반,7일권,0,1
587,2024-02-08,12,4호선,서울역,고급형선불카드,일반,7일권,1,0
