연번,업무일자,시간대,호선,역명,교통카드구분,사용자구분,사용일수구분,승차건수,하차건수
4086,2024-05-31,22,2호선,강남,고급형선불카드,일반,5일권,1,0
4087,2024-05-31,22,2호선,홍대입구,고급형선불카드,일반,3일권,0,1
4088,2024-05-31,23,1호선,서울역,고급형선불카드,일반,2일권,4,0
4090,2024-05-31,23,4호선,명동,고급형선불카드,일반,2일권,0,4
4091,2024-05-31,23,4호선,서울역,고급형선불카드,일반,5일권,1,0
4092,2024-05-31,23,6호선,이태원,고급형선불카드,일반,5일권,0,1
4093,2024-06-01,6,4호선,충무로,고급형선불카드,일반,3일권,0,1
4094,2024-06-01,6,6호선,이태원,고급형선불카드,일반,3일권,1,0
4095,2024-06-01,9,2호선,구로디지털단지,고급형선불카드,일반,3일권,3,0
4096,2024-06-01,9,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,3
4097,2024-06-01,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,0,4
4098,2024-06-01,10,4호선,명동,고급형선불카드,일반,2일권,4,0
4099,2024-06-01,11,2호선,시청,고급형선불카드,일반,3일권,2,0
4100,2024-06-01,11,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
4101,2024-06-01,11,3호선,옥수,고급형선불카드,일반,2일권,1,1
4102,2024-06-01,11,3호선,신사,고급형선불카드,일반,2일권,1,0
4103,2024-06-01,12,2호선,을지로3가,고급형선불카드,일반,7일권,0,2
4104,2024-06-01,12,2호선,을지로4가,고급형선불카드,일반,7일권,1,0
4106,2024-06-01,12,5호선,을지로4가,고급형선불카드,일반,7일권,1,0
4107,2024-06-01,13,1호선,서울역,고급형선불카드,일반,5일권,1,0
4108,2024-06-01,13,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,1
4109,2024-06-01,14,1호선,종로5가,고급형선불카드,일반,3일권,0,3
4110,2024-06-01,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,4,0
4111,2024-06-01,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,3,0
4112,2024-06-01,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,1,0
4113,2024-06-01,14,3호선,안국,고급형선불카드,일반,5일권,0,1
4114,2024-06-01,15,4호선,명동,고급형선불카드,일반,2일권,0,4
4115,2024-06-01,16,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
4116,2024-06-01,16,4호선,명동,고급형선불카드,일반,2일권,4,0
4117,2024-06-01,16,4호선,서울역,고급형선불카드,일반,2일권,0,4
4118,2024-06-01,16,6호선,한강진,고급형선불카드,일반,3일권,0,2
4119,2024-06-01,17,1호선,종각,고급형선불카드,일반,3일권,0,3
4120,2024-06-01,17,1호선,종각,고급형선불카드,일반,5일권,1,0
4121,2024-06-01,17,1호선,종로5가,고급형선불카드,일반,3일권,3,0
4122,2024-06-01,17,2호선,홍대입구,고급형선불카드,일반,2일권,0,4
4123,2024-06-01,17,4호선,서울역,고급형선불카드,일반,2일권,4,0
4124,2024-06-01,17,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,0,1
4125,2024-06-01,17,5호선,을지로4가,고급형선불카드,일반,7일권,2,0
4126,2024-06-01,18,2호선,을지로4가,고급형선불카드,일반,7일권,2,0
4127,2024-06-01,18,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,2
4128,2024-06-01,18,5호선,을지로4가,고급형선불카드,일반,7일권,0,2
4129,2024-06-01,18,6호선,상수,고급형선불카드,일반,2일권,4,0
4130,2024-06-01,19,2호선,성수,고급형선불카드,일반,2일권,0,4
4131,2024-06-01,19,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,1,0
4132,2024-06-01,19,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,0,1
4133,2024-06-01,19,5호선,종로3가,고급형선불카드,일반,5일권,1,1
4134,2024-06-01,20,2호선,시청,고급형선불카드,일반,3일권,0,2
4135,2024-06-01,20,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,2,0
4136,2024-06-01,20,2호선,성수,고급형선불카드,일반,2일권,8,4
4137,2024-06-01,20,4호선,충무로,고급형선불카드,일반,3일권,1,0
4139,2024-06-01,20,6호선,이태원,고급형선불카드,일반,3일권,2,0
4140,2024-06-01,21,1호선,서울역,고급형선불카드,일반,5일권,0,1
4141,2024-06-01,21,1호선,종각,고급형선불카드,일반,5일권,1,0
4142,2024-06-01,21,5호선,을지로4가,고급형선불카드,일반,7일권,0,2
4143,2024-06-01,21,6호선,상수,고급형선불카드,일반,2일권,0,4
4144,2024-06-01,21,6호선,이태원,고급형선불카드,일반,3일권,0,1
4145,2024-06-01,22,2호선,구로디지털단지,고급형선불카드,일반,3일권,0,3
4146,2024-06-01,22,2호선,홍대입구,고급형선불카드,일반,2일권,2,3
4147,2024-06-01,22,2호선,홍대입구,고급형선불카드,일반,3일권,3,0
4148,2024-06-01,22,4호선,숙대입구(갈월),고급형선불카드,일반,2일권,0,1
4149,2024-06-01,22,6호선,상수,고급형선불카드,일반,2일권,2,0
4150,2024-06-01,23,4호선,숙대입구(갈월),고급형선불카드,일반,2일권,1,1
4151,2024-06-02,10,2호선,삼성(무역센터),고급형선불카드,일반,3일권,0,3
4152,2024-06-02,10,2호선,구로디지털단지,고급형선불카드,일반,3일권,3,0
4153,2024-06-02,11,2호선,시청,고급형선불카드,일반,3일권,2,0
4154,2024-06-02,11,2호선,성수,고급형선불카드,일반,3일권,0,2
4155,2024-06-02,12,2호선,성수,고급형선불카드,일반,3일권,2,0
4156,2024-06-02,12,4호선,서울역,고급형선불카드,일반,5일권,1,0
4157,2024-06-02,12,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,0,1
4158,2024-06-02,13,4호선,명동,고급형선불카드,일반,3일권,0,2
4159,2024-06-02,13,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,1,0
4160,2024-06-02,13,5호선,종로3가,고급형선불카드,일반,5일권,0,1
4161,2024-06-02,14,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,2,0
4162,2024-06-02,14,5호선,을지로4가,고급형선불카드,일반,7일권,0,2
4163,2024-06-02,18,2호선,구로디지털단지,고급형선불카드,일반,7일권,2,0
4165,2024-06-02,19,3호선,고속터미널,고급형선불카드,일반,3일권,3,0
4166,2024-06-02,20,2호선,구로디지털단지,고급형선불카드,일반,3일권,0,3
4168,2024-06-02,21,2호선,구로디지털단지,고급형선불카드,일반,7일권,0,2
4169,2024-06-02,22,2호선,잠실(송파구청),고급형선불카드,일반,5일권,1,0
4170,2024-06-02,23,4호선,서울역,고급형선불카드,일반,5일권,0,1
4171,2024-06-03,0,2호선,이대,고급형선불카드,일반,3일권,0,2
4172,2024-06-03,7,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,2
4173,2024-06-03,7,2호선,구로디지털단지,고급형선불카드,일반,7일권,2,0
4175,2024-06-03,9,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,0,2
4176,2024-06-03,9,4호선,서울역,고급형선불카드,일반,2일권,2,0
4177,2024-06-03,10,2호선,강변(동서울터미널),고급형선불카드,일반,5일권,2,2
4178,2024-06-03,10,2호선,강남,고급형선불카드,일반,5일권,0,1
4179,2024-06-03,11,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,0,2
4180,2024-06-03,11,2호선,강남,고급형선불카드,일반,5일권,2,3
4181,2024-06-03,11,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,2,0
4182,2024-06-03,11,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,2
4183,2024-06-03,11,4호선,한성대입구(삼선교),고급형선불카드,일반,2일권,0,1
4184,2024-06-03,11,4호선,명동,고급형선불카드,일반,2일권,1,0
4185,2024-06-03,11,4호선,회현(남대문시장),고급형선불카드,일반,3일권,2,0
4186,2024-06-03,12,4호선,서울역,고급형선불카드,일반,5일권,1,0
4187,2024-06-03,13,4호선,명동,고급형선불카드,일반,2일권,4,0
4188,2024-06-03,13,4호선,회현(남대문시장),고급형선불카드,일반,5일권,0,1
4189,2024-06-03,14,1호선,종각,고급형선불카드,일반,5일권,1,0
4190,2024-06-03,14,2호선,삼성(무역센터),고급형선불카드,일반,2일권,0,1
4191,2024-06-03,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,2,0
4192,2024-06-03,14,4호선,한성대입구(삼선교),고급형선불카드,일반,2일권,1,0
4193,2024-06-03,14,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,2일권,2,0
4195,2024-06-03,14,4호선,서울역,고급형선불카드,일반,2일권,0,2
4196,2024-06-03,14,6호선,동묘앞,고급형선불카드,일반,5일권,0,1
4200,2024-06-03,16,1호선,서울역,고급형선불카드,일반,3일권,2,0
4201,2024-06-03,16,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
4202,2024-06-03,16,2호선,삼성(무역센터),고급형선불카드,일반,2일권,4,0
4203,2024-06-03,16,2호선,강남,고급형선불카드,일반,2일권,0,4
4204,2024-06-03,16,4호선,서울역,고급형선불카드,일반,5일권,0,2
4205,2024-06-03,16,5호선,여의나루,고급형선불카드,일반,3일권,0,2
4206,2024-06-03,17,2호선,구의(광진구청),고급형선불카드,일반,3일권,0,2
4207,2024-06-03,17,2호선,강남,고급형선불카드,일반,2일권,4,0
4208,2024-06-03,17,4호선,회현(남대문시장),고급형선불카드,일반,2일권,0,2
4209,2024-06-03,17,4호선,서울역,고급형선불카드,일반,2일권,2,0
4210,2024-06-03,17,5호선,여의나루,고급형선불카드,일반,5일권,0,2
4211,2024-06-03,18,2호선,구의(광진구청),고급형선불카드,일반,3일권,4,2
4212,2024-06-03,18,2호선,삼성(무역센터),고급형선불카드,일반,2일권,1,0
4213,2024-06-03,18,4호선,회현(남대문시장),고급형선불카드,일반,2일권,0,4
4214,2024-06-03,18,4호선,회현(남대문시장),고급형선불카드,일반,5일권,2,2
4215,2024-06-03,18,4호선,서울역,고급형선불카드,일반,5일권,2,0
4216,2024-06-03,18,6호선,동묘앞,고급형선불카드,일반,2일권,0,1
4217,2024-06-03,19,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,1,0
4218,2024-06-03,19,4호선,명동,고급형선불카드,일반,3일권,0,2
4219,2024-06-03,19,4호선,명동,고급형선불카드,일반,5일권,0,1
4220,2024-06-03,19,4호선,서울역,고급형선불카드,일반,5일권,0,2
4221,2024-06-03,19,6호선,동묘앞,고급형선불카드,일반,2일권,1,0
4222,2024-06-03,20,2호선,시청,고급형선불카드,일반,5일권,0,2
4223,2024-06-03,20,2호선,구로디지털단지,고급형선불카드,일반,7일권,0,2
4224,2024-06-03,20,2호선,홍대입구,고급형선불카드,일반,7일권,2,0
4225,2024-06-03,20,3호선,잠원,고급형선불카드,일반,2일권,0,1
4226,2024-06-03,20,5호선,여의나루,고급형선불카드,일반,5일권,2,0
4227,2024-06-03,21,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
4228,2024-06-03,21,4호선,명동,고급형선불카드,일반,3일권,2,0
4229,2024-06-03,21,5호선,여의나루,고급형선불카드,일반,3일권,2,0
4230,2024-06-03,23,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
4231,2024-06-04,0,2호선,신촌,고급형선불카드,일반,3일권,2,0
4232,2024-06-04,0,2호선,이대,고급형선불카드,일반,3일권,0,2
4233,2024-06-04,7,2호선,이대,고급형선불카드,일반,3일권,2,0
4234,2024-06-04,8,4호선,서울역,고급형선불카드,일반,5일권,2,0
4235,2024-06-04,8,6호선,망원,고급형선불카드,일반,3일권,2,2
4236,2024-06-04,9,1호선,시청,고급형선불카드,일반,5일권,4,2
4237,2024-06-04,9,3호선,종로3가,고급형선불카드,일반,5일권,0,2
4238,2024-06-04,9,3호선,잠원,고급형선불카드,일반,2일권,1,0
4240,2024-06-04,9,5호선,광화문(세종문화회관),고급형선불카드,일반,3일권,0,2
4241,2024-06-04,10,1호선,종각,고급형선불카드,일반,3일권,0,2
4242,2024-06-04,10,1호선,종로5가,고급형선불카드,일반,2일권,0,1
4243,2024-06-04,10,2호선,시청,고급형선불카드,일반,2일권,2,0
4244,2024-06-04,10,2호선,을지로3가,고급형선불카드,일반,3일권,0,1
4245,2024-06-04,10,2호선,을지로4가,고급형선불카드,일반,3일권,2,1
4246,2024-06-04,10,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
4247,2024-06-04,10,3호선,고속터미널,고급형선불카드,일반,2일권,0,2
4248,2024-06-04,10,4호선,서울역,고급형선불카드,일반,5일권,1,0
4249,2024-06-04,11,1호선,종각,고급형선불카드,일반,3일권,2,0
4250,2024-06-04,11,2호선,성수,고급형선불카드,일반,3일권,0,2
4251,2024-06-04,12,3호선,고속터미널,고급형선불카드,일반,2일권,2,0
4252,2024-06-04,12,3호선,교대(법원.검찰청),고급형선불카드,일반,2일권,2,2
4254,2024-06-04,13,2호선,잠실(송파구청),고급형선불카드,일반,2일권,0,2
4255,2024-06-04,13,3호선,안국,고급형선불카드,일반,3일권,2,0
4256,2024-06-04,13,3호선,압구정,고급형선불카드,일반,2일권,0,1
4257,2024-06-04,13,4호선,명동,고급형선불카드,일반,2일권,0,2
4258,2024-06-04,13,4호선,서울역,고급형선불카드,일반,2일권,2,0
4259,2024-06-04,13,5호선,광화문(세종문화회관),고급형선불카드,일반,2일권,1,0
4260,2024-06-04,14,1호선,서울역,고급형선불카드,일반,5일권,0,2
4261,2024-06-04,14,2호선,성수,고급형선불카드,일반,3일권,2,0
4262,2024-06-04,14,2호선,잠실(송파구청),고급형선불카드,일반,3일권,1,2
4263,2024-06-04,14,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
4264,2024-06-04,14,3호선,압구정,고급형선불카드,일반,2일권,1,0
4265,2024-06-04,14,4호선,서울역,고급형선불카드,일반,5일권,3,0
4266,2024-06-04,15,1호선,시청,고급형선불카드,일반,5일권,0,1
4267,2024-06-04,15,2호선,홍대입구,고급형선불카드,일반,3일권,0,1
4268,2024-06-04,15,2호선,홍대입구,고급형선불카드,일반,5일권,0,3
4270,2024-06-04,15,3호선,종로3가,고급형선불카드,일반,5일권,2,0
4271,2024-06-04,15,3호선,동대입구,고급형선불카드,일반,2일권,0,1
4272,2024-06-04,15,4호선,명동,고급형선불카드,일반,2일권,1,1
4273,2024-06-04,15,4호선,회현(남대문시장),고급형선불카드,일반,2일권,4,0
4274,2024-06-04,16,2호선,홍대입구,고급형선불카드,일반,2일권,0,4
4275,2024-06-04,16,3호선,종로3가,고급형선불카드,일반,3일권,0,2
4276,2024-06-04,16,4호선,명동,고급형선불카드,일반,2일권,1,0
4277,2024-06-04,16,4호선,서울역,고급형선불카드,일반,2일권,2,1
4278,2024-06-04,16,4호선,서울역,고급형선불카드,일반,5일권,2,0
4279,2024-06-04,16,6호선,이태원,고급형선불카드,일반,2일권,0,2
4280,2024-06-04,17,2호선,을지로입구,고급형선불카드,일반,5일권,0,3
4281,2024-06-04,17,2호선,잠실(송파구청),고급형선불카드,일반,2일권,2,0
4282,2024-06-04,17,2호선,종합운동장,고급형선불카드,일반,5일권,0,2
4283,2024-06-04,17,2호선,홍대입구,고급형선불카드,일반,5일권,3,0
4284,2024-06-04,17,3호선,경복궁(정부서울청사),고급형선불카드,일반,2일권,1,0
4285,2024-06-04,17,3호선,압구정,고급형선불카드,일반,2일권,0,1
4286,2024-06-04,17,5호선,종로3가,고급형선불카드,일반,3일권,2,0
4288,2024-06-04,18,2호선,홍대입구,고급형선불카드,일반,2일권,4,0
4289,2024-06-04,18,3호선,압구정,고급형선불카드,일반,2일권,1,0
4290,2024-06-04,18,3호선,잠원,고급형선불카드,일반,2일권,0,1
4291,2024-06-04,18,4호선,충무로,고급형선불카드,일반,3일권,0,2
4292,2024-06-04,18,6호선,공덕,고급형선불카드,일반,2일권,0,2
4293,2024-06-04,18,6호선,이태원,고급형선불카드,일반,2일권,2,0
4294,2024-06-04,19,1호선,서울역,고급형선불카드,일반,5일권,0,2
4295,2024-06-04,19,1호선,시청,고급형선불카드,일반,5일권,2,0
4296,2024-06-04,19,2호선,홍대입구,고급형선불카드,일반,2일권,0,2
4297,2024-06-04,19,4호선,충무로,고급형선불카드,일반,3일권,2,0
4298,2024-06-04,19,4호선,명동,고급형선불카드,일반,3일권,0,2
4299,2024-06-04,19,5호선,여의나루,고급형선불카드,일반,2일권,0,4
4300,2024-06-04,19,5호선,공덕,고급형선불카드,일반,2일권,2,0
4301,2024-06-04,20,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
4302,2024-06-04,20,4호선,명동,고급형선불카드,일반,3일권,0,2
4303,2024-06-04,20,5호선,여의나루,고급형선불카드,일반,2일권,4,0
4304,2024-06-04,20,5호선,광화문(세종문화회관),고급형선불카드,일반,2일권,0,4
4305,2024-06-04,21,2호선,종합운동장,고급형선불카드,일반,5일권,1,0
4307,2024-06-04,22,1호선,서울역,고급형선불카드,일반,2일권,2,0
4308,2024-06-04,22,4호선,명동,고급형선불카드,일반,2일권,0,2
4309,2024-06-04,22,4호선,명동,고급형선불카드,일반,3일권,2,0
4310,2024-06-04,22,4호선,서울역,고급형선불카드,일반,2일권,0,2
4311,2024-06-04,22,4호선,서울역,고급형선불카드,일반,5일권,0,2
4312,2024-06-04,23,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
4313,2024-06-04,23,2호선,신촌,고급형선불카드,일반,3일권,0,2
4314,2024-06-04,23,4호선,명동,고급형선불카드,일반,3일권,2,0
4315,2024-06-05,0,1호선,서울역,고급형선불카드,일반,2일권,0,2
4316,2024-06-05,0,2호선,신촌,고급형선불카드,일반,3일권,0,1
4317,2024-06-05,7,2호선,신촌,고급형선불카드,일반,3일권,2,0
4318,2024-06-05,8,1호선,시청,고급형선불카드,일반,5일권,2,0
4319,2024-06-05,8,3호선,안국,고급형선불카드,일반,3일권,0,2
4320,2024-06-05,9,1호선,서울역,고급형선불카드,일반,3일권,1,0
4321,2024-06-05,9,2호선,홍대입구,고급형선불카드,일반,2일권,2,0
4322,2024-06-05,9,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,2
4323,2024-06-05,9,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,2
4324,2024-06-05,9,3호선,안국,고급형선불카드,일반,3일권,2,0
4325,2024-06-05,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,1
4326,2024-06-05,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,3
4327,2024-06-05,10,4호선,명동,고급형선불카드,일반,2일권,0,2
4328,2024-06-05,10,4호선,명동,고급형선불카드,일반,5일권,3,0
4329,2024-06-05,10,8호선,몽촌토성(평화의문),고급형선불카드,일반,1일권,1,0
4330,2024-06-05,11,5호선,광화문(세종문화회관),고급형선불카드,일반,1일권,0,1
4331,2024-06-05,12,1호선,종각,고급형선불카드,일반,3일권,1,0
4332,2024-06-05,12,1호선,동대문,고급형선불카드,일반,3일권,0,1
4333,2024-06-05,12,2호선,홍대입구,고급형선불카드,일반,3일권,3,1
4334,2024-06-05,12,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,3,0
4335,2024-06-05,12,3호선,안국,고급형선불카드,일반,3일권,0,2
4336,2024-06-05,12,4호선,동대문,고급형선불카드,일반,2일권,0,2
4337,2024-06-05,12,4호선,명동,고급형선불카드,일반,2일권,2,0
4338,2024-06-05,13,1호선,서울역,고급형선불카드,일반,3일권,1,1
4339,2024-06-05,13,1호선,종로5가,고급형선불카드,일반,3일권,1,0
4340,2024-06-05,13,3호선,경복궁(정부서울청사),고급형선불카드,일반,1일권,1,0
4341,2024-06-05,13,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,2,0
4342,2024-06-05,13,4호선,명동,고급형선불카드,일반,5일권,0,3
4343,2024-06-05,13,4호선,삼각지,고급형선불카드,일반,1일권,0,1
4345,2024-06-05,14,1호선,시청,고급형선불카드,일반,5일권,0,2
4346,2024-06-05,14,6호선,삼각지,고급형선불카드,일반,1일권,1,0
4347,2024-06-05,15,1호선,동대문,고급형선불카드,일반,2일권,2,0
4348,2024-06-05,15,2호선,시청,고급형선불카드,일반,5일권,2,0
4349,2024-06-05,15,2호선,이대,고급형선불카드,일반,3일권,0,2
4350,2024-06-05,15,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,2,0
4351,2024-06-05,15,4호선,명동,고급형선불카드,일반,2일권,0,2
4353,2024-06-05,15,4호선,이촌(국립중앙박물관),고급형선불카드,일반,1일권,1,1
4354,2024-06-05,16,2호선,을지로4가,고급형선불카드,일반,3일권,1,0
4355,2024-06-05,16,2호선,잠실(송파구청),고급형선불카드,일반,5일권,0,2
4356,2024-06-05,16,2호선,합정,고급형선불카드,일반,3일권,0,1
4357,2024-06-05,16,4호선,서울역,고급형선불카드,일반,5일권,0,2
4358,2024-06-05,16,6호선,한강진,고급형선불카드,일반,1일권,1,1
4359,2024-06-05,17,6호선,망원,고급형선불카드,일반,1일권,0,1
4360,2024-06-05,18,1호선,서울역,고급형선불카드,일반,2일권,4,4
4361,2024-06-05,18,1호선,시청,고급형선불카드,일반,3일권,3,0
4362,2024-06-05,18,2호선,을지로입구,고급형선불카드,일반,3일권,0,2
4363,2024-06-05,18,3호선,안국,고급형선불카드,일반,3일권,2,0
4364,2024-06-05,18,4호선,명동,고급형선불카드,일반,2일권,2,0
4365,2024-06-05,18,4호선,서울역,고급형선불카드,일반,2일권,2,2
4367,2024-06-05,19,2호선,홍대입구,고급형선불카드,일반,2일권,0,2
4368,2024-06-05,19,2호선,이대,고급형선불카드,일반,3일권,2,0
4369,2024-06-05,20,2호선,잠실(송파구청),고급형선불카드,일반,5일권,2,0
4370,2024-06-05,20,2호선,홍대입구,고급형선불카드,일반,1일권,1,0
4371,2024-06-05,20,2호선,홍대입구,고급형선불카드,일반,2일권,2,0
4372,2024-06-05,20,4호선,혜화,고급형선불카드,일반,3일권,0,2
4373,2024-06-05,20,5호선,여의도,고급형선불카드,일반,3일권,1,0
4374,2024-06-05,21,2호선,시청,고급형선불카드,일반,5일권,0,2
4375,2024-06-05,21,5호선,을지로4가,고급형선불카드,일반,3일권,0,1
4376,2024-06-05,21,6호선,약수,고급형선불카드,일반,2일권,0,2
4377,2024-06-05,21,8호선,잠실(송파구청),고급형선불카드,일반,1일권,0,1
4378,2024-06-05,22,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
4379,2024-06-05,22,4호선,명동,고급형선불카드,일반,3일권,2,0
4380,2024-06-05,23,1호선,동대문,고급형선불카드,일반,3일권,2,0
4381,2024-06-05,23,2호선,홍대입구,고급형선불카드,일반,3일권,3,3
4382,2024-06-05,23,4호선,동대문,고급형선불카드,일반,2일권,2,0
4384,2024-06-06,9,3호선,독립문,고급형선불카드,일반,5일권,0,2
4385,2024-06-06,9,3호선,안국,고급형선불카드,일반,3일권,0,1
4386,2024-06-06,9,4호선,서울역,고급형선불카드,일반,5일권,2,0
4387,2024-06-06,11,2호선,을지로입구,고급형선불카드,일반,3일권,0,1
4388,2024-06-06,11,2호선,성수,고급형선불카드,일반,5일권,0,2
4389,2024-06-06,11,3호선,독립문,고급형선불카드,일반,5일권,2,0
4390,2024-06-06,11,3호선,안국,고급형선불카드,일반,3일권,1,0
4391,2024-06-06,11,5호선,광화문(세종문화회관),고급형선불카드,일반,3일권,0,1
4392,2024-06-06,11,5호선,을지로4가,고급형선불카드,일반,3일권,1,0
4393,2024-06-06,12,4호선,명동,고급형선불카드,일반,5일권,3,0
4394,2024-06-06,13,2호선,성수,고급형선불카드,일반,5일권,2,0
4395,2024-06-06,13,4호선,명동,고급형선불카드,일반,3일권,3,0
4397,2024-06-06,13,4호선,회현(남대문시장),고급형선불카드,일반,3일권,0,3
4398,2024-06-06,14,4호선,명동,고급형선불카드,일반,3일권,0,3
4399,2024-06-06,14,4호선,회현(남대문시장),고급형선불카드,일반,3일권,3,0
4400,2024-06-06,14,4호선,서울역,고급형선불카드,일반,5일권,0,2
4401,2024-06-06,15,2호선,을지로입구,고급형선불카드,일반,3일권,1,0
4402,2024-06-06,15,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,1,0
4403,2024-06-06,16,1호선,종로5가,고급형선불카드,일반,5일권,0,2
4404,2024-06-06,16,3호선,압구정,고급형선불카드,일반,3일권,3,4
4406,2024-06-06,17,3호선,압구정,고급형선불카드,일반,3일권,2,1
4407,2024-06-06,17,4호선,동대문,고급형선불카드,일반,5일권,2,0
4408,2024-06-06,17,4호선,명동,고급형선불카드,일반,5일권,0,3
4409,2024-06-06,18,1호선,서울역,고급형선불카드,일반,5일권,0,2
4410,2024-06-06,18,4호선,명동,고급형선불카드,일반,3일권,0,1
4411,2024-06-06,19,2호선,시청,고급형선불카드,일반,5일권,0,2
4412,2024-06-06,19,2호선,종합운동장,고급형선불카드,일반,5일권,2,0
4413,2024-06-06,20,2호선,삼성(무역센터),고급형선불카드,일반,3일권,1,0
4414,2024-06-06,21,1호선,서울역,고급형선불카드,일반,3일권,1,0
4415,2024-06-06,21,2호선,잠실(송파구청),고급형선불카드,일반,3일권,0,1
4416,2024-06-06,22,2호선,잠실(송파구청),고급형선불카드,일반,3일권,2,1
4417,2024-06-06,23,2호선,을지로4가,고급형선불카드,일반,3일권,0,1
4418,2024-06-07,8,4호선,서울역,고급형선불카드,일반,5일권,2,0
4419,2024-06-07,8,5호선,여의나루,고급형선불카드,일반,3일권,0,1
4420,2024-06-07,9,1호선,서울역,고급형선불카드,일반,3일권,1,0
4421,2024-06-07,9,5호선,신길,고급형선불카드,일반,3일권,0,1
4422,2024-06-07,10,5호선,신길,고급형선불카드,일반,3일권,1,0
4424,2024-06-07,12,2호선,을지로입구,고급형선불카드,일반,5일권,3,0
4426,2024-06-07,13,2호선,뚝섬,고급형선불카드,일반,3일권,0,1
4427,2024-06-07,13,2호선,삼성(무역센터),고급형선불카드,일반,5일권,0,3
4429,2024-06-07,15,2호선,잠실(송파구청),고급형선불카드,일반,7일권,0,1
4430,2024-06-07,16,2호선,잠실새내,고급형선불카드,일반,7일권,1,0
4431,2024-06-07,16,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,1
4432,2024-06-07,17,2호선,삼성(무역센터),고급형선불카드,일반,5일권,3,0
4433,2024-06-07,17,2호선,홍대입구,고급형선불카드,일반,5일권,0,3
4434,2024-06-07,18,1호선,서울역,고급형선불카드,일반,2일권,1,0
4435,2024-06-07,19,2호선,을지로입구,고급형선불카드,일반,5일권,0,3
4436,2024-06-07,19,2호선,강남,고급형선불카드,일반,3일권,1,0
4437,2024-06-07,19,2호선,신림,고급형선불카드,일반,3일권,0,1
4438,2024-06-07,19,2호선,홍대입구,고급형선불카드,일반,5일권,3,0
4440,2024-06-07,21,5호선,여의나루,고급형선불카드,일반,7일권,3,3
4442,2024-06-08,0,7호선,건대입구,고급형선불카드,일반,2일권,0,1
4443,2024-06-08,10,2호선,을지로입구,고급형선불카드,일반,3일권,0,1
4444,2024-06-08,10,5호선,신길,고급형선불카드,일반,3일권,1,0
4445,2024-06-08,11,2호선,삼성(무역센터),고급형선불카드,일반,2일권,1,1
4446,2024-06-08,12,2호선,삼성(무역센터),고급형선불카드,일반,2일권,1,1
4448,2024-06-08,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,4
4449,2024-06-08,14,5호선,발산,고급형선불카드,일반,3일권,1,0
4450,2024-06-08,14,5호선,신길,고급형선불카드,일반,3일권,0,1
4451,2024-06-08,20,5호선,신길,고급형선불카드,일반,3일권,1,0
4452,2024-06-08,21,3호선,안국,고급형선불카드,일반,7일권,4,0
4455,2024-06-08,22,5호선,신길,고급형선불카드,일반,3일권,0,1
4459,2024-06-09,10,3호선,안국,고급형선불카드,일반,7일권,0,1
